Approved symbol	NCBI Gene ID	Approved name
STK10	6793	serine/threonine kinase 10
STK11	6794	serine/threonine kinase 11
STK11IP	114790	serine/threonine kinase 11 interacting protein
STK16	8576	serine/threonine kinase 16
STK16P1	326107	serine/threonine kinase 16 pseudogene 1
STK17A	9263	serine/threonine kinase 17a
STK17B	9262	serine/threonine kinase 17b
STK19	8859	serine/threonine kinase 19
STK19B	373159	serine/threonine kinase 19B (pseudogene)
STK24	8428	serine/threonine kinase 24
STK24-AS1		STK24 antisense RNA 1
STK24P1	100421784	serine/threonine kinase 24 pseudogene 1
STK25	10494	serine/threonine kinase 25
STK25P1	100533662	serine/threonine kinase 25 pseudogene 1
STK26	51765	serine/threonine kinase 26
STK31	56164	serine/threonine kinase 31
STK32A	202374	serine/threonine kinase 32A
STK32A-AS1	105378217	STK32A antisense RNA 1
STK32B	55351	serine/threonine kinase 32B
STK32C	282974	serine/threonine kinase 32C
STK33	65975	serine/threonine kinase 33
STK33P1	553118	serine/threonine kinase 33 pseudogene 1
STK35	140901	serine/threonine kinase 35
STK36	27148	serine/threonine kinase 36
STK38	11329	serine/threonine kinase 38
STK38L	23012	serine/threonine kinase 38 like
STK39	27347	serine/threonine kinase 39
STK40	83931	serine/threonine kinase 40
STKLD1	169436	serine/threonine kinase like domain containing 1
STMN1	3925	stathmin 1
STMN1P1	100506685	stathmin 1 pseudogene 1
STMN1P2	100289663	stathmin 1 pseudogene 2
STMN2	11075	stathmin 2
STMN3	50861	stathmin 3
STMN4	81551	stathmin 4
STMND1	401236	stathmin domain containing 1
STMP1	647087	short transmembrane mitochondrial protein 1
STN1	79991	STN1 subunit of CST complex
STOM	2040	stomatin
STOML1	9399	stomatin like 1
STOML2	30968	stomatin like 2
STOML3		stomatin like 3
STON1	11037	stonin 1
STON1-GTF2A1L	286749	STON1-GTF2A1L readthrough
STON2	85439	stonin 2
STOX1	219736	storkhead box 1
STOX2	56977	storkhead box 2
STPG1	90529	sperm tail PG-rich repeat containing 1
STPG2	285555	sperm tail PG-rich repeat containing 2
STPG2-AS1		STPG2 antisense RNA 1
STPG3	441476	sperm-tail PG-rich repeat containing 3
STPG3-AS1	100129722	STPG3 antisense RNA 1
STPG4	285051	sperm-tail PG-rich repeat containing 4
STRA6	64220	stimulated by retinoic acid 6
STRA6LP	112272565	STRA6 like, pseudogene
STRA8	346673	stimulated by retinoic acid 8
STRADA	92335	STE20 related adaptor alpha
STRADB	55437	STE20 related adaptor beta
STRADBP1	389599	STE20-related kinase adaptor beta pseudogene 1
STRAP	11171	serine/threonine kinase receptor associated protein
STRBP		spermatid perinuclear RNA binding protein
STRC	161497	stereocilin
STRCP1	554225	stereocilin pseudogene 1
STRIP1	85369	striatin interacting protein 1
STRIP2	57464	striatin interacting protein 2
STRIT1	100507537	small transmembrane regulator of ion transport 1
STRN	6801	striatin
STRN3	29966	striatin 3
STRN4	29888	striatin 4
STS	412	steroid sulfatase
STSP1	6803	steroid sulfatase (microsomal) pseudogene 1
STT3A	3703	STT3 oligosaccharyltransferase complex catalytic subunit A
STT3A-AS1		STT3A antisense RNA 1
STT3B	201595	STT3 oligosaccharyltransferase complex catalytic subunit B
STUB1	10273	STIP1 homology and U-box containing protein 1
STUM	375057	stum, mechanosensory transduction mediator homolog
STX1A	6804	syntaxin 1A
STX1B	112755	syntaxin 1B
STX2	2054	syntaxin 2
STX3	6809	syntaxin 3
STX4	6810	syntaxin 4
STX5	6811	syntaxin 5
STX6	10228	syntaxin 6
STX7	8417	syntaxin 7
STX8	9482	syntaxin 8
STX8P1	100423046	syntaxin 8 pseudogene 1
STX10	8677	syntaxin 10
STX11	8676	syntaxin 11
STX12	23673	syntaxin 12
STX16	8675	syntaxin 16
STX16-NPEPL1	100534593	STX16-NPEPL1 readthrough (NMD candidate)
STX17	55014	syntaxin 17
STX17-AS1	441461	STX17 antisense RNA 1
STX18	53407	syntaxin 18
STX18-AS1	100507266	STX18 antisense RNA 1 (head to head)
STX18-IT1		STX18 intronic transcript 1
STX18P1	100418889	syntaxin 18 pseudogene 1
STX19	415117	syntaxin 19
STXBP1	6812	syntaxin binding protein 1
STXBP2	6813	syntaxin binding protein 2
STXBP3	6814	syntaxin binding protein 3
STXBP4	252983	syntaxin binding protein 4
STXBP5		syntaxin binding protein 5
STXBP5-AS1	729178	STXBP5 antisense RNA 1
STXBP5L	9515	syntaxin binding protein 5 like
STXBP6		syntaxin binding protein 6
STYK1	55359	serine/threonine/tyrosine kinase 1
STYX	6815	serine/threonine/tyrosine interacting protein
STYXL1	51657	serine/threonine/tyrosine interacting like 1
SUB1	10923	SUB1 regulator of transcription
SUB1P1	728938	SUB1 pseudogene 1
SUB1P2	100287680	SUB1 pseudogene 2
SUB1P3		SUB1 pseudogene 3
SUB1P4	100288661	SUB1 pseudogene 4
SUCLA2	8803	succinate-CoA ligase ADP-forming beta subunit
SUCLA2-AS1		SUCLA2 antisense RNA 1
SUCLA2P1	646520	succinate-CoA ligase ADP-forming beta subunit pseudogene 1
SUCLA2P2	100129863	succinate-CoA ligase ADP-forming beta subunit pseudogene 2
SUCLA2P3		succinate-CoA ligase ADP-forming beta subunit pseudogene 3
SUCLG1	8802	succinate-CoA ligase alpha subunit
SUCLG2	8801	succinate-CoA ligase GDP-forming beta subunit
SUCLG2-AS1	101927111	SUCLG2 antisense RNA 1 (head to head)
SUCLG2P1	100421671	succinate-CoA ligase GDP-forming beta subunit pseudogene 1
SUCLG2P2	283398	succinate-CoA ligase GDP-forming beta subunit pseudogene 2
SUCLG2P3	100421712	succinate-CoA ligase GDP-forming beta subunit pseudogene 3
SUCLG2P4	100130528	succinate-CoA ligase GDP-forming beta subunit pseudogene 4
SUCNR1	56670	succinate receptor 1
SUCO	51430	SUN domain containing ossification factor
SUDS3	64426	SDS3 homolog, SIN3A corepressor complex component
SUDS3P1	285647	SDS3 homolog, SIN3A corepressor complex component pseudogene 1
SUFU	51684	SUFU negative regulator of hedgehog signaling
SUGCT	79783	succinyl-CoA:glutarate-CoA transferase
SUGP1	57794	SURP and G-patch domain containing 1
SUGP2	10147	SURP and G-patch domain containing 2
SUGT1	10910	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
SUGT1P1	441394	SUGT1 pseudogene 1
SUGT1P2	728706	SUGT1 pseudogene 2
SUGT1P3	283507	SUGT1 pseudogene 3
SUGT1P4	112272564	SUGT1 pseudogene 4
SUGT1P4-STRA6LP	100499484	SUGT1P4-STRA6LP readthrough
SUGT1P4-STRA6LP-CCDC180	57653	SUGT1P4-STRA6LP-CCDC180 readthrough
SULF1	23213	sulfatase 1
SULF2	55959	sulfatase 2
SULT1A1	6817	sulfotransferase family 1A member 1
SULT1A2	6799	sulfotransferase family 1A member 2
SULT1A3	6818	sulfotransferase family 1A member 3
SULT1A4	445329	sulfotransferase family 1A member 4
SULT1B1	27284	sulfotransferase family 1B member 1
SULT1C2	6819	sulfotransferase family 1C member 2
SULT1C2P1	151234	sulfotransferase family 1C member 2 pseudogene 1
SULT1C2P2		sulfotransferase family, cytosolic, 1C, member 2 pseudogene 2
SULT1C3	442038	sulfotransferase family 1C member 3
SULT1C4	27233	sulfotransferase family 1C member 4
SULT1D1P	133150	sulfotransferase family 1D member 1, pseudogene
SULT1E1	6783	sulfotransferase family 1E member 1
SULT2A1	6822	sulfotransferase family 2A member 1
SULT2B1	6820	sulfotransferase family 2B member 1
SULT4A1	25830	sulfotransferase family 4A member 1
SULT6B1	391365	sulfotransferase family 6B member 1
SULT6B2P		sulfotransferase family 6B member 2, pseudogene
SUMF1	285362	sulfatase modifying factor 1
SUMF2	25870	sulfatase modifying factor 2
SUMO1	7341	small ubiquitin like modifier 1
SUMO1P1	391257	SUMO1 pseudogene 1
SUMO1P2	474337	SUMO1 pseudogene 2
SUMO1P3	474338	SUMO1 pseudogene 3
SUMO1P4	101290502	SUMO1 pseudogene 4
SUMO1P5	474341	SUMO1 pseudogene 5
SUMO2	6613	small ubiquitin like modifier 2
SUMO2P1	285829	SUMO2 pseudogene 1
SUMO2P2		SUMO2 pseudogene 2
SUMO2P3	652489	SUMO2 pseudogene 3
SUMO2P4	100288757	SUMO2 pseudogene 4
SUMO2P5	100526738	SUMO2 pseudogene 5
SUMO2P6		SUMO2 pseudogene 6
SUMO2P7	100131823	SUMO2 pseudogene 7
SUMO2P8		SUMO2 pseudogene 8
SUMO2P10		SUMO2 pseudogene 10
SUMO2P11	100422250	SUMO2 pseudogene 11
SUMO2P12		SUMO2 pseudogene 12
SUMO2P13		SUMO2 pseudogene 13
SUMO2P14		SUMO2 pseudogene 14
SUMO2P15		SUMO2 pseudogene 15
SUMO2P16		SUMO2 pseudogene 16
SUMO2P17	100128010	SUMO2 pseudogene 17
SUMO2P18		SUMO2 pseudogene 18
SUMO2P19	100422265	SUMO2 pseudogene 19
SUMO2P20	101927327	SUMO2 pseudogene 20
SUMO3	6612	small ubiquitin like modifier 3
SUMO4	387082	small ubiquitin like modifier 4
SUN1	23353	Sad1 and UNC84 domain containing 1
SUN2	25777	Sad1 and UNC84 domain containing 2
SUN3	256979	Sad1 and UNC84 domain containing 3
SUN5	140732	Sad1 and UNC84 domain containing 5
SUOX	6821	sulfite oxidase
SUPT3H	8464	SPT3 homolog, SAGA and STAGA complex component
SUPT4H1	6827	SPT4 homolog, DSIF elongation factor subunit
SUPT4H1P1	100190947	SPT4 homolog, DSIF elongation factor subunit pseudogene
SUPT4H1P2	100287625	SPT4 homolog, DSIF elongation factor subunit pseudogene 2
SUPT5H	6829	SPT5 homolog, DSIF elongation factor subunit
SUPT6H	6830	SPT6 homolog, histone chaperone and transcription elongation factor
SUPT7L	9913	SPT7 like, STAGA complex gamma subunit
SUPT16H	11198	SPT16 homolog, facilitates chromatin remodeling subunit
SUPT16HP1	400011	SPT16 homolog, facilitates chromatin remodeling subunit pseudogene 1
SUPT20H	55578	SPT20 homolog, SAGA complex component
SUPT20HL1	100130302	SUPT20H like 1
SUPT20HL2	170067	SUPT20H like 2
SUPV3L1	6832	Suv3 like RNA helicase
SURF1	6834	SURF1 cytochrome c oxidase assembly factor
SURF2	6835	surfeit 2
SURF4	6836	surfeit 4
SURF6	6838	surfeit 6
SURF6P1	643470	surfeit 6 pseudogene 1
SUSD1	64420	sushi domain containing 1
SUSD2	56241	sushi domain containing 2
SUSD2P1	729568	sushi domain containing 2 pseudogene 1
SUSD2P2	729450	sushi domain containing 2 pseudogene 2
SUSD3	203328	sushi domain containing 3
SUSD4	55061	sushi domain containing 4
SUSD5	26032	sushi domain containing 5
SUSD6	9766	sushi domain containing 6
SUV39H1	6839	suppressor of variegation 3-9 homolog 1
SUV39H2	79723	suppressor of variegation 3-9 homolog 2
SUZ12	23512	SUZ12 polycomb repressive complex 2 subunit
SUZ12P1	440423	SUZ12 pseudogene 1
SUZ12P2	100421539	SUZ12 pseudogene 2
SV2A		synaptic vesicle glycoprotein 2A
SV2B	9899	synaptic vesicle glycoprotein 2B
SV2C	22987	synaptic vesicle glycoprotein 2C
SVBP	374969	small vasohibin binding protein
SVEP1	79987	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
SVIL	6840	supervillin
SVIL-AS1	102724316	SVIL antisense RNA 1
SVIL2P	645954	supervillin family member 2, pseudogene
SVIP	258010	small VCP interacting protein
SVOP	55530	SV2 related protein
SVOPL	136306	SVOP like
SWAP70	23075	switching B cell complex subunit SWAP70
SWI5	375757	SWI5 homologous recombination repair protein
SWSAP1	126074	SWIM-type zinc finger 7 associated protein 1
SWT1	54823	SWT1 RNA endoribonuclease homolog
SYAP1	94056	synapse associated protein 1
SYBU	55638	syntabulin
SYCE1	93426	synaptonemal complex central element protein 1
SYCE1L	100130958	synaptonemal complex central element protein 1 like
SYCE2	256126	synaptonemal complex central element protein 2
SYCE3	644186	synaptonemal complex central element protein 3
SYCN	342898	syncollin
SYCP1	6847	synaptonemal complex protein 1
SYCP2	10388	synaptonemal complex protein 2
SYCP2L	221711	synaptonemal complex protein 2 like
SYCP3	50511	synaptonemal complex protein 3
SYDE1	85360	synapse defective Rho GTPase homolog 1
SYDE2	84144	synapse defective Rho GTPase homolog 2
SYF2	25949	SYF2 pre-mRNA splicing factor
SYF2P1	317778	SYF2 pre-mRNA splicing factor pseudogene 1
SYF2P2	100128275	SYF2 pre-mRNA splicing factor pseudogene 2
SYK	6850	spleen associated tyrosine kinase
SYM2		symphalangism 2 (distal)
SYMPK	8189	symplekin
SYN1	6853	synapsin I
SYN2	6854	synapsin II
SYN3	8224	synapsin III
SYNC	81493	syncoilin, intermediate filament protein
SYNCRIP	10492	synaptotagmin binding cytoplasmic RNA interacting protein
SYNDIG1	79953	synapse differentiation inducing 1
SYNDIG1L	646658	synapse differentiation inducing 1 like
SYNE1	23345	spectrin repeat containing nuclear envelope protein 1
SYNE1-AS1	100505475	SYNE1 antisense RNA 1
SYNE2	23224	spectrin repeat containing nuclear envelope protein 2
SYNE3	161176	spectrin repeat containing nuclear envelope family member 3
SYNE4	163183	spectrin repeat containing nuclear envelope family member 4
SYNGAP1	8831	synaptic Ras GTPase activating protein 1
SYNGAP1-AS1		SYNGAP1 antisense RNA 1
SYNGR1	9145	synaptogyrin 1
SYNGR2	9144	synaptogyrin 2
SYNGR2P1	283698	synaptogyrin 2 pseudogene 1
SYNGR2P2	138916	synaptogyrin 2 pseudogene 2
SYNGR3	9143	synaptogyrin 3
SYNGR4	23546	synaptogyrin 4
SYNJ1	8867	synaptojanin 1
SYNJ2	8871	synaptojanin 2
SYNJ2-IT1		SYNJ2 intronic transcript 1
SYNJ2BP	55333	synaptojanin 2 binding protein
SYNJ2BP-COX16	100529257	SYNJ2BP-COX16 readthrough
SYNM	23336	synemin
SYNPO	11346	synaptopodin
SYNPO2	171024	synaptopodin 2
SYNPO2L	79933	synaptopodin 2 like
SYNPR	132204	synaptoporin
SYNPR-AS1		SYNPR antisense RNA 1
SYNRG	11276	synergin gamma
SYP	6855	synaptophysin
SYP-AS1		SYP antisense RNA 1
SYPL1		synaptophysin like 1
SYPL1P1	100130011	synaptophysin like 1 pseudogene 1
SYPL1P2	100132972	synaptophysin like 1 pseudogene 2
SYPL2	284612	synaptophysin like 2
SYS1	90196	SYS1 golgi trafficking protein
SYS1-DBNDD2	767557	SYS1-DBNDD2 readthrough (NMD candidate)
SYT1	6857	synaptotagmin 1
SYT2	127833	synaptotagmin 2
SYT3	84258	synaptotagmin 3
SYT4	6860	synaptotagmin 4
SYT5	6861	synaptotagmin 5
SYT6	148281	synaptotagmin 6
SYT7	9066	synaptotagmin 7
SYT8	90019	synaptotagmin 8
SYT9	143425	synaptotagmin 9
SYT10	341359	synaptotagmin 10
SYT11	23208	synaptotagmin 11
SYT12	91683	synaptotagmin 12
SYT13	57586	synaptotagmin 13
SYT14	255928	synaptotagmin 14
SYT14P1	401135	synaptotagmin 14 pseudogene 1
SYT15	83849	synaptotagmin 15
SYT16	83851	synaptotagmin 16
SYT17	51760	synaptotagmin 17
SYTL1	84958	synaptotagmin like 1
SYTL2	54843	synaptotagmin like 2
SYTL3	94120	synaptotagmin like 3
SYTL4	94121	synaptotagmin like 4
SYTL5	94122	synaptotagmin like 5
SYVN1	84447	synoviolin 1
SZRD1	26099	SUZ RNA binding domain containing 1
SZT2	23334	SZT2 subunit of KICSTOR complex
SZT2-AS1		SZT2 antisense RNA 1
TAAR1	134864	trace amine associated receptor 1
TAAR2	9287	trace amine associated receptor 2 (gene/pseudogene)
TAAR3P	9288	trace amine associated receptor 3, pseudogene
TAAR4P	503612	trace amine associated receptor 4, pseudogene
TAAR5	9038	trace amine associated receptor 5
TAAR6	319100	trace amine associated receptor 6
TAAR7P	503611	trace amine associated receptor 7, pseudogene
TAAR8	83551	trace amine associated receptor 8
TAAR9	134860	trace amine associated receptor 9 (gene/pseudogene)
TAB1	10454	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
TAB2	23118	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
TAB2-AS1	105378049	TAB2 antisense RNA 1
TAB3	257397	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
TAB3-AS1	727682	TAB3 antisense RNA 1
TAB3-AS2		TAB3 antisense RNA 2
TAB3P1	643199	TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1
TAC1	6863	tachykinin precursor 1
TAC3	6866	tachykinin 3
TAC4	255061	tachykinin 4
TACC1	6867	transforming acidic coiled-coil containing protein 1
TACC1P1	219752	transforming acidic coiled-coil containing protein 1 pseudogene 1
TACC2	10579	transforming acidic coiled-coil containing protein 2
TACC3	10460	transforming acidic coiled-coil containing protein 3
TACO1	51204	translational activator of cytochrome c oxidase I
TACR1	6869	tachykinin receptor 1
TACR2	6865	tachykinin receptor 2
TACR3	6870	tachykinin receptor 3
TACSTD2	4070	tumor associated calcium signal transducer 2
TADA1	117143	transcriptional adaptor 1
TADA2A	6871	transcriptional adaptor 2A
TADA2B	93624	transcriptional adaptor 2B
TADA3	10474	transcriptional adaptor 3
TAF1	6872	TATA-box binding protein associated factor 1
TAF1A	9015	TATA-box binding protein associated factor, RNA polymerase I subunit A
TAF1A-AS1	100506161	TAF1A antisense RNA 1
TAF1B	9014	TATA-box binding protein associated factor, RNA polymerase I subunit B
TAF1C	9013	TATA-box binding protein associated factor, RNA polymerase I subunit C
TAF1D	79101	TATA-box binding protein associated factor, RNA polymerase I subunit D
TAF1L	138474	TATA-box binding protein associated factor 1 like
TAF2	6873	TATA-box binding protein associated factor 2
TAF3	83860	TATA-box binding protein associated factor 3
TAF4	6874	TATA-box binding protein associated factor 4
TAF4B	6875	TATA-box binding protein associated factor 4b
TAF5	6877	TATA-box binding protein associated factor 5
TAF5L	27097	TATA-box binding protein associated factor 5 like
TAF5LP1	645744	TATA-box binding protein associated factor 5 like pseudogene 1
TAF6	6878	TATA-box binding protein associated factor 6
TAF6L	10629	TATA-box binding protein associated factor 6 like
TAF7	6879	TATA-box binding protein associated factor 7
TAF7L	54457	TATA-box binding protein associated factor 7 like
TAF8	129685	TATA-box binding protein associated factor 8
TAF9	6880	TATA-box binding protein associated factor 9
TAF9B	51616	TATA-box binding protein associated factor 9b
TAF9BP1	246135	TATA-box binding protein associated factor 9b pseudogene 1
TAF9BP2	100130319	TATA-box binding protein associated factor 9b pseudogene 2
TAF9P1	360002	TATA-box binding protein associated factor 9 pseudogene 1
TAF9P2	360003	TATA-box binding protein associated factor 9 pseudogene 2
TAF9P3	163088	TATA-box binding protein associated factor 9 pseudogene 3
TAF10	6881	TATA-box binding protein associated factor 10
TAF11	6882	TATA-box binding protein associated factor 11
TAF11L1	285697	TATA-box binding protein associated factor 11 like 1
TAF11L2	391742	TATA-box binding protein associated factor 11 like 2
TAF11L3	646103	TATA-box binding protein associated factor 11 like 3
TAF11L4	391746	TATA-box binding protein associated factor 11 like 4
TAF11L5	646066	TATA-box binding protein associated factor 11 like 5
TAF11L6	391747	TATA-box binding protein associated factor 11 like 6
TAF11L7		TATA-box binding protein associated factor 11 like 7
TAF11L8		TATA-box binding protein associated factor 11 like 8
TAF11L9		TATA-box binding protein associated factor 11 like 9
TAF11L10		TATA-box binding protein associated factor 11 like 10
TAF11L11		TATA-box binding protein associated factor 11 like 11
TAF11L12		TATA-box binding protein associated factor 11 like 12
TAF11L13		TATA-box binding protein associated factor 11 like 13
TAF11L14		TATA-box binding protein associated factor 11 like 14
TAF12	6883	TATA-box binding protein associated factor 12
TAF13	6884	TATA-box binding protein associated factor 13
TAF13P1	246112	TATA-box binding protein associated factor 13 pseudogene 1
TAF13P2	100462886	TATA-box binding protein associated factor 13 pseudogene 2
TAF15	8148	TATA-box binding protein associated factor 15
TAFA1	407738	TAFA chemokine like family member 1
TAFA2	338811	TAFA chemokine like family member 2
TAFA3	284467	TAFA chemokine like family member 3
TAFA4	151647	TAFA chemokine like family member 4
